Month,In/Out,Australia,"	Latitude",Longitude ,International,AllFlights
Aug-21,I,Sydney,,,Tokyo,  15
Aug-21,I,Sydney,,,Tokyo,  11
Aug-21,I,Sydney,,,Xiamen,  5
Aug-21,O,Adelaide,,,Doha,  12
Aug-21,O,Adelaide,,,Singapore,  18
Aug-21,O,Brisbane,,,Auckland,  1
Aug-21,O,Brisbane,,,Doha,  12
Aug-21,O,Brisbane,,,Dubai,  14
Aug-21,O,Brisbane,,,Hong Kong,  4
Aug-21,O,Brisbane,,,Manila,  1
Aug-21,O,Brisbane,,,Nadi,  3
Aug-21,O,Brisbane,,,Nauru,  2
Aug-21,O,Brisbane,,,Port Moresby,  29
Aug-21,O,Brisbane,,,Port Vila,  2
Aug-21,O,Brisbane,,,Singapore,  62
Aug-21,O,Brisbane,,,Taipei,  2
Aug-21,O,Brisbane,,,Taipei,  3
Aug-21,O,Melbourne,,,Abu Dhabi,  21
Aug-21,O,Melbourne,,,Auckland,  1
Aug-21,O,Melbourne,,,Bandar Seri Begawan,  6
Aug-21,O,Melbourne,,,Colombo,  9
Aug-21,O,Melbourne,,,Doha,  19
Aug-21,O,Melbourne,,,Dubai,  12
Aug-21,O,Melbourne,,,Guangzhou,  4
Aug-21,O,Melbourne,,,Hong Kong,  24
Aug-21,O,Melbourne,,,Kuala Lumpur,  2
Aug-21,O,Melbourne,,,Manila,  2
Aug-21,O,Melbourne,,,Singapore,  21
Aug-21,O,Melbourne,,,Singapore,  62
Aug-21,O,Melbourne,,,Taipei,  2
Aug-21,O,Perth,,,Doha,  14
Aug-21,O,Perth,,,Dubai,  9
Aug-21,O,Perth,,,Hong Kong,  21
Aug-21,O,Perth,,,Jakarta,  1
Aug-21,O,Perth,,,Singapore,  31
Aug-21,O,Perth,,,Singapore,  62
Aug-21,O,Sydney,,,Abu Dhabi,  21
Aug-21,O,Sydney,,,Auckland,  9
Aug-21,O,Sydney,,,Auckland,  4
Aug-21,O,Sydney,,,Bangkok,  9
Aug-21,O,Sydney,,,Colombo,  9
Aug-21,O,Sydney,,,Doha,  18
Aug-21,O,Sydney,,,Dubai,  20
Aug-21,O,Sydney,,,Guangzhou,  5
Aug-21,O,Sydney,,,Hangzhou,  4
Aug-21,O,Sydney,,,Hong Kong,  45
Aug-21,O,Sydney,,,Jakarta,  4
Aug-21,O,Sydney,,,Kuala Lumpur,  5
Aug-21,O,Sydney,,,Kuala Lumpur,  2
Aug-21,O,Sydney,,,Los Angeles,  30
Aug-21,O,Sydney,,,Los Angeles,  31
Aug-21,O,Sydney,,,Los Angeles,  31
Aug-21,O,Sydney,,,Manila,  1
Aug-21,O,Sydney,,,Manila,  2
Aug-21,O,Sydney,,,Nadi,  4
Aug-21,O,Sydney,,,Noumea,  8
Aug-21,O,Sydney,,,Port Moresby,  5
Aug-21,O,Sydney,,,San Francisco,  31
Aug-21,O,Sydney,,,Seoul,  4
Aug-21,O,Sydney,,,Seoul,  4
Aug-21,O,Sydney,,,Shanghai,  4
Aug-21,O,Sydney,,,Singapore,  15
Aug-21,O,Sydney,,,Singapore,  74
Aug-21,O,Sydney,,,Taipei,  2
Aug-21,O,Sydney,,,Tokyo,  17
Aug-21,O,Sydney,,,Tokyo,  13
Aug-21,O,Sydney,,,Xiamen,  6
Sep-21,I,Adelaide,,,Doha,  13
Sep-21,I,Adelaide,,,Singapore,  17
Sep-21,I,Brisbane,,,Auckland,  4
Sep-21,I,Brisbane,,,Doha,  13
Sep-21,I,Brisbane,,,Dubai,  13
Sep-21,I,Brisbane,,,Hong Kong,  4
Sep-21,I,Brisbane,,,Honiara,  4
Sep-21,I,Brisbane,,,Los Angeles,  1
Sep-21,I,Brisbane,,,Manila,  1
Sep-21,I,Brisbane,,,Nadi,  4
Sep-21,I,Brisbane,,,Nauru,  4
Sep-21,I,Brisbane,,,Port Moresby,  30
Sep-21,I,Brisbane,,,Port Vila,  3
Sep-21,I,Brisbane,,,Singapore,  60
Sep-21,I,Brisbane,,,Taipei,  2
Sep-21,I,Brisbane,,,Taipei,  1
Sep-21,I,Melbourne,,,Abu Dhabi,  17
Sep-21,I,Melbourne,,,Auckland,  4
Sep-21,I,Melbourne,,,Bandar Seri Begawan,  5
Sep-21,I,Melbourne,,,Colombo,  8
Sep-21,I,Melbourne,,,Doha,  17
Sep-21,I,Melbourne,,,Dubai,  13
Sep-21,I,Melbourne,,,Guangzhou,  5
Sep-21,I,Melbourne,,,Ho Chi Minh City,  4
Sep-21,I,Melbourne,,,Hong Kong,  23
Sep-21,I,Melbourne,,,Kuala Lumpur,  2
Sep-21,I,Melbourne,,,Manila,  1
Sep-21,I,Melbourne,,,Singapore,  30
Sep-21,I,Melbourne,,,Singapore,  60
Sep-21,I,Melbourne,,,Taipei,  2
Sep-21,I,Melbourne,,,Tokyo,  9
Sep-21,I,Perth,,,Auckland,  5
Sep-21,I,Perth,,,Doha,  14
Sep-21,I,Perth,,,Dubai,  10
Sep-21,I,Perth,,,Hong Kong,  18
Sep-21,I,Perth,,,Singapore,  30
Sep-21,I,Perth,,,Singapore,  30
Sep-21,I,Sydney,,,Abu Dhabi,  15
Sep-21,I,Sydney,,,Auckland,  2
Sep-21,I,Sydney,,,Bangkok,  8
Sep-21,I,Sydney,,,Colombo,  7
Sep-21,I,Sydney,,,Doha,  13
Sep-21,I,Sydney,,,Dubai,  18
Sep-21,I,Sydney,,,Guangzhou,  4
Sep-21,I,Sydney,,,Hangzhou,  1
Sep-21,I,Sydney,,,Ho Chi Minh City,  5
Sep-21,I,Sydney,,,Hong Kong,  46
Sep-21,I,Sydney,,,Jakarta,  6
Sep-21,I,Sydney,,,Kuala Lumpur,  2
Sep-21,I,Sydney,,,Kuala Lumpur,  2
Sep-21,I,Sydney,,,Los Angeles,  2
Sep-21,I,Sydney,,,Los Angeles,  28
Sep-21,I,Sydney,,,Los Angeles,  21
Sep-21,I,Sydney,,,Manila,  1
Sep-21,I,Sydney,,,Manila,  1
Sep-21,I,Sydney,,,Nadi,  4
Sep-21,I,Sydney,,,Noumea,  5
Sep-21,I,Sydney,,,Port Moresby,  3
Sep-21,I,Sydney,,,San Francisco,  30
Sep-21,I,Sydney,,,Seoul,  2
Sep-21,I,Sydney,,,Seoul,  3
Sep-21,I,Sydney,,,Shanghai,  3
Sep-21,I,Sydney,,,Singapore,  10
Sep-21,I,Sydney,,,Singapore,  73
Sep-21,I,Sydney,,,Taipei,  1
Sep-21,I,Sydney,,,Tokyo,  11
Sep-21,I,Sydney,,,Tokyo,  9
Sep-21,I,Sydney,,,Xiamen,  5
Sep-21,O,Adelaide,,,Doha,  12
Sep-21,O,Adelaide,,,Singapore,  18
Sep-21,O,Brisbane,,,Auckland,  1
Sep-21,O,Brisbane,,,Doha,  13
Sep-21,O,Brisbane,,,Dubai,  12
Sep-21,O,Brisbane,,,Hong Kong,  5
Sep-21,O,Brisbane,,,Honiara,  3
Sep-21,O,Brisbane,,,Manila,  1
Sep-21,O,Brisbane,,,Nadi,  4
Sep-21,O,Brisbane,,,Nauru,  5
Sep-21,O,Brisbane,,,Port Moresby,  30
Sep-21,O,Brisbane,,,Port Vila,  2
Sep-21,O,Brisbane,,,Singapore,  60
Sep-21,O,Brisbane,,,Taipei,  2
Sep-21,O,Brisbane,,,Taipei,  1
Sep-21,O,Melbourne,,,Abu Dhabi,  17
Sep-21,O,Melbourne,,,Auckland,  1
Sep-21,O,Melbourne,,,Bandar Seri Begawan,  4
Sep-21,O,Melbourne,,,Colombo,  8
Sep-21,O,Melbourne,,,Doha,  17
Sep-21,O,Melbourne,,,Dubai,  12
Sep-21,O,Melbourne,,,Guangzhou,  5
Sep-21,O,Melbourne,,,Hong Kong,  24
Sep-21,O,Melbourne,,,Kuala Lumpur,  2
Sep-21,O,Melbourne,,,Manila,  1
Sep-21,O,Melbourne,,,Singapore,  20
Sep-21,O,Melbourne,,,Singapore,  60
Sep-21,O,Melbourne,,,Taipei,  2
Sep-21,O,Perth,,,Auckland,  1
Sep-21,O,Perth,,,Doha,  12
Sep-21,O,Perth,,,Dubai,  10
Sep-21,O,Perth,,,Hong Kong,  18
Sep-21,O,Perth,,,Singapore,  28
Sep-21,O,Perth,,,Singapore,  60
Sep-21,O,Sydney,,,Abu Dhabi,  22
Sep-21,O,Sydney,,,Auckland,  4
Sep-21,O,Sydney,,,Bangkok,  8
Sep-21,O,Sydney,,,Colombo,  7
Sep-21,O,Sydney,,,Doha,  18
Sep-21,O,Sydney,,,Dubai,  18
Sep-21,O,Sydney,,,Guangzhou,  4
Sep-21,O,Sydney,,,Hangzhou,  4
Sep-21,O,Sydney,,,Hong Kong,  47
Sep-21,O,Sydney,,,Jakarta,  7
Sep-21,O,Sydney,,,Kuala Lumpur,  2
Sep-21,O,Sydney,,,Kuala Lumpur,  2
Sep-21,O,Sydney,,,Los Angeles,  2
Sep-21,O,Sydney,,,Los Angeles,  28
Sep-21,O,Sydney,,,Los Angeles,  29
Sep-21,O,Sydney,,,Manila,  1
Sep-21,O,Sydney,,,Manila,  1
Sep-21,O,Sydney,,,Nadi,  4
Sep-21,O,Sydney,,,Noumea,  6
Sep-21,O,Sydney,,,Port Moresby,  3
Sep-21,O,Sydney,,,San Francisco,  29
Sep-21,O,Sydney,,,Seoul,  2
Sep-21,O,Sydney,,,Seoul,  3
Sep-21,O,Sydney,,,Shanghai,  5
Sep-21,O,Sydney,,,Singapore,  17
Sep-21,O,Sydney,,,Singapore,  73
Sep-21,O,Sydney,,,Taipei,  1
Sep-21,O,Sydney,,,Tokyo,  13
Sep-21,O,Sydney,,,Tokyo,  13
Sep-21,O,Sydney,,,Xiamen,  9
Oct-21,I,Adelaide,,,Doha,  13
Oct-21,I,Adelaide,,,Kuala Lumpur,  5
Oct-21,I,Adelaide,,,Singapore,  17
Oct-21,I,Brisbane,,,Auckland,  5
Oct-21,I,Brisbane,,,Doha,  13
Oct-21,I,Brisbane,,,Dubai,  13
Oct-21,I,Brisbane,,,Hong Kong,  4
Oct-21,I,Brisbane,,,Honiara,  4
Oct-21,I,Brisbane,,,Los Angeles,  1
Oct-21,I,Brisbane,,,Manila,  1
Oct-21,I,Brisbane,,,Manila,  1
Oct-21,I,Brisbane,,,Nadi,  5
Oct-21,I,Brisbane,,,Nauru,  5
Oct-21,I,Brisbane,,,Port Moresby,  31
Oct-21,I,Brisbane,,,Port Vila,  2
Oct-21,I,Brisbane,,,Singapore,  62
Oct-21,I,Melbourne,,,Abu Dhabi,  18
Oct-21,I,Melbourne,,,Auckland,  4
Oct-21,I,Melbourne,,,Bandar Seri Begawan,  7
Oct-21,I,Melbourne,,,Colombo,  9
Oct-21,I,Melbourne,,,Doha,  14
Oct-21,I,Melbourne,,,Dubai,  13
Oct-21,I,Melbourne,,,Guangzhou,  4
Oct-21,I,Melbourne,,,Ho Chi Minh City,  4
Oct-21,I,Melbourne,,,Hong Kong,  30
Oct-21,I,Melbourne,,,Kuala Lumpur,  2
Oct-21,I,Melbourne,,,Manila,  2
Oct-21,I,Melbourne,,,Singapore,  31
Oct-21,I,Melbourne,,,Singapore,  62
Oct-21,I,Melbourne,,,Taipei,  2
Oct-21,I,Melbourne,,,Tokyo,  8
Oct-21,I,Perth,,,Auckland,  4
Oct-21,I,Perth,,,Doha,  14
Oct-21,I,Perth,,,Dubai,  9
Oct-21,I,Perth,,,Hong Kong,  16
Oct-21,I,Perth,,,Jakarta,  2
Oct-21,I,Perth,,,Kuala Lumpur,  5
Oct-21,I,Perth,,,Singapore,  31
Oct-21,I,Perth,,,Singapore,  62
Oct-21,I,Sydney,,,Abu Dhabi,  18
Oct-21,I,Sydney,,,Bangkok,  9
Oct-21,I,Sydney,,,Colombo,  8
Oct-21,I,Sydney,,,Doha,  12
Oct-21,I,Sydney,,,Dubai,  20
Oct-21,I,Sydney,,,Guangzhou,  5
Oct-21,I,Sydney,,,Hangzhou,  4
Oct-21,I,Sydney,,,Ho Chi Minh City,  5
Oct-21,I,Sydney,,,Hong Kong,  45
Oct-21,I,Sydney,,,Jakarta,  4
Oct-21,I,Sydney,,,Los Angeles,  28
Oct-21,I,Sydney,,,Los Angeles,  3
Oct-21,I,Sydney,,,Manila,  1
Oct-21,I,Sydney,,,Manila,  2
Oct-21,I,Sydney,,,Nadi,  5
Oct-21,I,Sydney,,,Noumea,  8
Oct-21,I,Sydney,,,Port Moresby,  3
Oct-21,I,Sydney,,,Port Vila,  1
Oct-21,I,Sydney,,,San Francisco,  29
Oct-21,I,Sydney,,,Santiago,  1
Oct-21,I,Sydney,,,Seoul,  3
Oct-21,I,Sydney,,,Shanghai,  2
Oct-21,I,Sydney,,,Singapore,  12
Oct-21,I,Sydney,,,Singapore,  81
Oct-21,I,Sydney,,,Tokyo,  12
Oct-21,I,Sydney,,,Tokyo,  8
Oct-21,I,Sydney,,,Xiamen,  6
Oct-21,O,Adelaide,,,Doha,  13
Oct-21,O,Adelaide,,,Kuala Lumpur,  3
Oct-21,O,Adelaide,,,Singapore,  16
Oct-21,O,Brisbane,,,Auckland,  6
Oct-21,O,Brisbane,,,Doha,  13
Oct-21,O,Brisbane,,,Dubai,  14
Oct-21,O,Brisbane,,,Hong Kong,  4
Oct-21,O,Brisbane,,,Honiara,  3
Oct-21,O,Brisbane,,,Manila,  1
Oct-21,O,Brisbane,,,Manila,  1
Oct-21,O,Brisbane,,,Nadi,  6
Oct-21,O,Brisbane,,,Nauru,  4
Oct-21,O,Brisbane,,,Port Moresby,  30
Oct-21,O,Brisbane,,,Port Vila,  2
Oct-21,O,Brisbane,,,Singapore,  62
Oct-21,O,Cairns,,,Port Moresby,  1
Oct-21,O,Melbourne,,,Abu Dhabi,  18
Oct-21,O,Melbourne,,,Auckland,  5
Oct-21,O,Melbourne,,,Bandar Seri Begawan,  1
Oct-21,O,Melbourne,,,Colombo,  9
Oct-21,O,Melbourne,,,Doha,  14
Oct-21,O,Melbourne,,,Dubai,  14
Oct-21,O,Melbourne,,,Guangzhou,  4
Oct-21,O,Melbourne,,,Ho Chi Minh City,  1
Oct-21,O,Melbourne,,,Hong Kong,  30
Oct-21,O,Melbourne,,,Kuala Lumpur,  2
Oct-21,O,Melbourne,,,Manila,  2
Oct-21,O,Melbourne,,,Singapore,  27
Oct-21,O,Melbourne,,,Singapore,  61
Oct-21,O,Melbourne,,,Taipei,  2
Oct-21,O,Perth,,,Auckland,  4
Oct-21,O,Perth,,,Doha,  14
Oct-21,O,Perth,,,Dubai,  9
Oct-21,O,Perth,,,Hong Kong,  17
Oct-21,O,Perth,,,Kuala Lumpur,  4
Oct-21,O,Perth,,,Singapore,  30
Oct-21,O,Perth,,,Singapore,  62
Oct-21,O,Sydney,,,Abu Dhabi,  22
Oct-21,O,Sydney,,,Auckland,  2
Oct-21,O,Sydney,,,Auckland,  1
Oct-21,O,Sydney,,,Bangkok,  9
Oct-21,O,Sydney,,,Colombo,  9
Oct-21,O,Sydney,,,Doha,  18
Oct-21,O,Sydney,,,Dubai,  19
Oct-21,O,Sydney,,,Guangzhou,  5
Oct-21,O,Sydney,,,Hangzhou,  5
Oct-21,O,Sydney,,,Hanoi,  2
Oct-21,O,Sydney,,,Hong Kong,  45
Oct-21,O,Sydney,,,Jakarta,  4
Oct-21,O,Sydney,,,Los Angeles,  31
Oct-21,O,Sydney,,,Los Angeles,  30
Oct-21,O,Sydney,,,Manila,  1
Oct-21,O,Sydney,,,Manila,  2
Oct-21,O,Sydney,,,Nadi,  5
Oct-21,O,Sydney,,,Noumea,  6
Oct-21,O,Sydney,,,Port Moresby,  3
Oct-21,O,Sydney,,,San Francisco,  29
Oct-21,O,Sydney,,,Santiago,  1
Oct-21,O,Sydney,,,Seoul,  3
Oct-21,O,Sydney,,,Shanghai,  4
Oct-21,O,Sydney,,,Singapore,  16
Oct-21,O,Sydney,,,Singapore,  80
Oct-21,O,Sydney,,,Tokyo,  13
Oct-21,O,Sydney,,,Tokyo,  13
Oct-21,O,Sydney,,,Xiamen,  9
Nov-21,I,Adelaide,,,Doha,  13
Nov-21,I,Adelaide,,,Kuala Lumpur,  1
Nov-21,I,Adelaide,,,Singapore,  17
Nov-21,I,Brisbane,,,Doha,  13
Nov-21,I,Brisbane,,,Dubai,  13
Nov-21,I,Brisbane,,,Hong Kong,  21
Nov-21,I,Brisbane,,,Honiara,  4
Nov-21,I,Brisbane,,,Los Angeles,  1
Nov-21,I,Brisbane,,,Manila,  1
Nov-21,I,Brisbane,,,Manila,  1
Nov-21,I,Brisbane,,,Nadi,  4
Nov-21,I,Brisbane,,,Nauru,  4
Nov-21,I,Brisbane,,,Port Moresby,  28
Nov-21,I,Brisbane,,,Port Vila,  2
Nov-21,I,Brisbane,,,Singapore,  59
Nov-21,I,Darwin,,,London,  1
Nov-21,I,Darwin,,,London,  18
Nov-21,I,Darwin,,,Singapore,  5
Nov-21,I,Melbourne,,,Abu Dhabi,  17
Nov-21,I,Melbourne,,,Auckland,  16
Nov-21,I,Melbourne,,,Bandar Seri Begawan,  7
Nov-21,I,Melbourne,,,Colombo,  13
Nov-21,I,Melbourne,,,Doha,  12
Nov-21,I,Melbourne,,,Dubai,  17
Nov-21,I,Melbourne,,,Guangzhou,  4
Nov-21,I,Melbourne,,,Ho Chi Minh City,  4
Nov-21,I,Melbourne,,,Hong Kong,  40
Nov-21,I,Melbourne,,,Kuala Lumpur,  6
Nov-21,I,Melbourne,,,London,  1
Nov-21,I,Melbourne,,,Los Angeles,  1
Nov-21,I,Melbourne,,,Manila,  5
Nov-21,I,Melbourne,,,Singapore,  4
Nov-21,I,Melbourne,,,Singapore,  30
Nov-21,I,Melbourne,,,Singapore,  60
Nov-21,I,Melbourne,,,Taipei,  2
Nov-21,I,Melbourne,,,Tokyo,  9
Nov-21,I,Perth,,,Doha,  13
Nov-21,I,Perth,,,Dubai,  13
Nov-21,I,Perth,,,Hong Kong,  14
Nov-21,I,Perth,,,Kuala Lumpur,  1
Nov-21,I,Perth,,,Singapore,  30
Nov-21,I,Perth,,,Singapore,  60
Nov-21,I,Sydney,,,Abu Dhabi,  21
Nov-21,I,Sydney,,,Auckland,  10
Nov-21,I,Sydney,,,Bangkok,  17
Nov-21,I,Sydney,,,Colombo,  13
Nov-21,I,Sydney,,,Doha,  17
Nov-21,I,Sydney,,,Dubai,  30
Nov-21,I,Sydney,,,Guangzhou,  4
Nov-21,I,Sydney,,,Hangzhou,  4
Nov-21,I,Sydney,,,Ho Chi Minh City,  4
Nov-21,I,Sydney,,,Hong Kong,  43
Nov-21,I,Sydney,,,Jakarta,  4
Nov-21,I,Sydney,,,Kuala Lumpur,  7
Nov-21,I,Sydney,,,London,  18
Nov-21,I,Sydney,,,Los Angeles,  30
Nov-21,I,Sydney,,,Los Angeles,  13
Nov-21,I,Sydney,,,Los Angeles,  30
Nov-21,I,Sydney,,,Manila,  1
Nov-21,I,Sydney,,,Manila,  5
Nov-21,I,Sydney,,,Nadi,  22
Nov-21,I,Sydney,,,New Delhi,  6
Nov-21,I,Sydney,,,Noumea,  8
Nov-21,I,Sydney,,,Port Moresby,  6
Nov-21,I,Sydney,,,Port Vila,  1
Nov-21,I,Sydney,,,San Francisco,  29
Nov-21,I,Sydney,,,Seoul,  4
Nov-21,I,Sydney,,,Seoul,  2
Nov-21,I,Sydney,,,Shanghai,  4
Nov-21,I,Sydney,,,Singapore,  4
Nov-21,I,Sydney,,,Singapore,  17
Nov-21,I,Sydney,,,Singapore,  81
Nov-21,I,Sydney,,,Taipei,  2
Nov-21,I,Sydney,,,Tokyo,  21
Nov-21,I,Sydney,,,Tokyo,  13
Nov-21,I,Sydney,,,Xiamen,  8
Nov-21,O,Adelaide,,,Doha,  12
Nov-21,O,Adelaide,,,Singapore,  14
Nov-21,O,Brisbane,,,Auckland,  2
Nov-21,O,Brisbane,,,Doha,  12
Nov-21,O,Brisbane,,,Dubai,  13
Nov-21,O,Brisbane,,,Hong Kong,  20
Nov-21,O,Brisbane,,,Honiara,  3
Nov-21,O,Brisbane,,,Los Angeles,  1
Nov-21,O,Brisbane,,,Manila,  1
Nov-21,O,Brisbane,,,Manila,  1
Nov-21,O,Brisbane,,,Nadi,  4
Nov-21,O,Brisbane,,,Nauru,  4
Nov-21,O,Brisbane,,,Port Moresby,  28
Nov-21,O,Brisbane,,,Port Vila,  2
Nov-21,O,Brisbane,,,Singapore,  60
Nov-21,O,Cairns,,,Port Moresby,  2
Nov-21,O,Darwin,,,London,  2
Nov-21,O,Darwin,,,London,  18
Nov-21,O,Darwin,,,Singapore,  5
Nov-21,O,Melbourne,,,Abu Dhabi,  17
Nov-21,O,Melbourne,,,Auckland,  16
Nov-21,O,Melbourne,,,Bandar Seri Begawan,  5
Nov-21,O,Melbourne,,,Colombo,  12
Nov-21,O,Melbourne,,,Da Nang,  1
Nov-21,O,Melbourne,,,Doha,  12
Nov-21,O,Melbourne,,,Dubai,  16
Nov-21,O,Melbourne,,,Guangzhou,  4
Nov-21,O,Melbourne,,,Hong Kong,  39
Nov-21,O,Melbourne,,,Kuala Lumpur,  6
Nov-21,O,Melbourne,,,London,  2
Nov-21,O,Melbourne,,,Manila,  5
Nov-21,O,Melbourne,,,Singapore,  4
Nov-21,O,Melbourne,,,Singapore,  30
Nov-21,O,Melbourne,,,Singapore,  60
Nov-21,O,Melbourne,,,Taipei,  1
Nov-21,O,Perth,,,Doha,  13
Nov-21,O,Perth,,,Dubai,  13
Nov-21,O,Perth,,,Hong Kong,  16
Nov-21,O,Perth,,,Kuala Lumpur,  1
Nov-21,O,Perth,,,Singapore,  30
Nov-21,O,Perth,,,Singapore,  60
Nov-21,O,Sydney,,,Abu Dhabi,  21
Nov-21,O,Sydney,,,Auckland,  8
Nov-21,O,Sydney,,,Bangkok,  17
Nov-21,O,Sydney,,,Colombo,  13
Nov-21,O,Sydney,,,Doha,  17
Nov-21,O,Sydney,,,Dubai,  30
Nov-21,O,Sydney,,,Guangzhou,  4
Nov-21,O,Sydney,,,Hangzhou,  4
Nov-21,O,Sydney,,,Hanoi,  2
Nov-21,O,Sydney,,,Hong Kong,  43
Nov-21,O,Sydney,,,Jakarta,  4
Nov-21,O,Sydney,,,Kuala Lumpur,  7
Nov-21,O,Sydney,,,London,  18
Nov-21,O,Sydney,,,Los Angeles,  30
Nov-21,O,Sydney,,,Los Angeles,  13
Nov-21,O,Sydney,,,Los Angeles,  30
Nov-21,O,Sydney,,,Manila,  1
Nov-21,O,Sydney,,,Manila,  5
Nov-21,O,Sydney,,,Nadi,  21
Nov-21,O,Sydney,,,New Delhi,  6
Nov-21,O,Sydney,,,Noumea,  9
Nov-21,O,Sydney,,,Port Moresby,  6
Nov-21,O,Sydney,,,San Francisco,  28
Nov-21,O,Sydney,,,Seoul,  4
Nov-21,O,Sydney,,,Seoul,  2
Nov-21,O,Sydney,,,Shanghai,  4
Nov-21,O,Sydney,,,Singapore,  4
Nov-21,O,Sydney,,,Singapore,  17
Nov-21,O,Sydney,,,Singapore,  81
Nov-21,O,Sydney,,,Taipei,  2
Nov-21,O,Sydney,,,Tokyo,  22
Nov-21,O,Sydney,,,Tokyo,  13
Nov-21,O,Sydney,,,Xiamen,  8
Dec-21,I,Adelaide,,,Doha,  13
Dec-21,I,Adelaide,,,Singapore,  19
Dec-21,I,Brisbane,,,Auckland,  9
Dec-21,I,Brisbane,,,Doha,  14
Dec-21,I,Brisbane,,,Dubai,  13
Dec-21,I,Brisbane,,,Hong Kong,  14
Dec-21,I,Brisbane,,,Honiara,  3
Dec-21,I,Brisbane,,,Honiara,  2
Dec-21,I,Brisbane,,,Manila,  2
Dec-21,I,Brisbane,,,Manila,  1
Dec-21,I,Brisbane,,,Nadi,  15
Dec-21,I,Brisbane,,,Nauru,  4
Dec-21,I,Brisbane,,,Port Moresby,  24
Dec-21,I,Brisbane,,,Port Vila,  1
Dec-21,I,Brisbane,,,Singapore,  62
Dec-21,I,Brisbane,,,Taipei,  1
Dec-21,I,Brisbane,,,Taipei,  2
Dec-21,I,Darwin,,,London,  12
Dec-21,I,Darwin,,,London,  26
Dec-21,I,Darwin,,,Singapore,  4
Dec-21,I,Darwin,,,Singapore,  5
Dec-21,I,Melbourne,,,Abu Dhabi,  21
Dec-21,I,Melbourne,,,Auckland,  19
Dec-21,I,Melbourne,,,Bandar Seri Begawan,  9
Dec-21,I,Melbourne,,,Colombo,  16
Dec-21,I,Melbourne,,,Doha,  31
Dec-21,I,Melbourne,,,Dubai,  31
Dec-21,I,Melbourne,,,Guangzhou,  5
Dec-21,I,Melbourne,,,Ho Chi Minh City,  8
Dec-21,I,Melbourne,,,Hong Kong,  38
Dec-21,I,Melbourne,,,Jakarta,  1
Dec-21,I,Melbourne,,,Kuala Lumpur,  13
Dec-21,I,Melbourne,,,London,  12
Dec-21,I,Melbourne,,,Los Angeles,  5
Dec-21,I,Melbourne,,,Manila,  5
Dec-21,I,Melbourne,,,Manila,  3
Dec-21,I,Melbourne,,,Nadi,  35
Dec-21,I,Melbourne,,,Nadi,  8
Dec-21,I,Melbourne,,,New Delhi,  7
Dec-21,I,Melbourne,,,New Delhi,  5
Dec-21,I,Melbourne,,,Singapore,  7
Dec-21,I,Melbourne,,,Singapore,  14
Dec-21,I,Melbourne,,,Singapore,  31
Dec-21,I,Melbourne,,,Singapore,  62
Dec-21,I,Melbourne,,,Taipei,  2
Dec-21,I,Melbourne,,,Tokyo,  9
Dec-21,I,Perth,,,Auckland,  4
Dec-21,I,Perth,,,Doha,  13
Dec-21,I,Perth,,,Dubai,  13
Dec-21,I,Perth,,,Hong Kong,  14
Dec-21,I,Perth,,,Singapore,  30
Dec-21,I,Perth,,,Singapore,  62
Dec-21,I,Sydney,,,Abu Dhabi,  24
Dec-21,I,Sydney,,,Apia,  1
Dec-21,I,Sydney,,,Auckland,  27
Dec-21,I,Sydney,,,Auckland,  8
Dec-21,I,Sydney,,,Bangkok,  11
Dec-21,I,Sydney,,,Bangkok,  20
Dec-21,I,Sydney,,,Colombo,  14
Dec-21,I,Sydney,,,Doha,  30
Dec-21,I,Sydney,,,Dubai,  31
Dec-21,I,Sydney,,,Guangzhou,  4
Dec-21,I,Sydney,,,Hangzhou,  5
Dec-21,I,Sydney,,,Ho Chi Minh City,  8
Dec-21,I,Sydney,,,Hong Kong,  57
Dec-21,I,Sydney,,,Honiara,  2
Dec-21,I,Sydney,,,Honolulu,  13
Dec-21,I,Sydney,,,Honolulu,  6
Dec-21,I,Sydney,,,Jakarta,  9
Dec-21,I,Sydney,,,Kuala Lumpur,  14
Dec-21,I,Sydney,,,London,  26
Dec-21,I,Sydney,,,Los Angeles,  29
Dec-21,I,Sydney,,,Los Angeles,  23
Dec-21,I,Sydney,,,Los Angeles,  28
Dec-21,I,Sydney,,,Manila,  1
Dec-21,I,Sydney,,,Manila,  10
Dec-21,I,Sydney,,,Manila,  3
Dec-21,I,Sydney,,,Nadi,  69
Dec-21,I,Sydney,,,Nadi,  11
Dec-21,I,Sydney,,,Nadi,  11
Dec-21,I,Sydney,,,Nadi,  18
Dec-21,I,Sydney,,,New Delhi,  14
Dec-21,I,Sydney,,,New Delhi,  11
Dec-21,I,Sydney,,,Noumea,  9
Dec-21,I,Sydney,,,Phuket,  11
Dec-21,I,Sydney,,,Port Moresby,  7
Dec-21,I,Sydney,,,Port Vila,  1
Dec-21,I,Sydney,,,San Francisco,  31
Dec-21,I,Sydney,,,Seoul,  8
Dec-21,I,Sydney,,,Seoul,  4
Dec-21,I,Sydney,,,Shanghai,  5
Dec-21,I,Sydney,,,Singapore,  24
Dec-21,I,Sydney,,,Singapore,  26
Dec-21,I,Sydney,,,Singapore,  84
Dec-21,I,Sydney,,,Taipei,  3
Dec-21,I,Sydney,,,Tokyo,  21
Dec-21,I,Sydney,,,Tokyo,  14
Dec-21,I,Sydney,,,Vancouver,  8
